韻	調	字	簡化字	推導音	校正音	罕用標記	註
iung	2	驡	驡	liung2			
iung	2	鸗	鸗	liung2			
iung	2	𠌖	𠌖	qung2			
iung	2	𡞦	𡞦	qung2			
iung	2	𢗋	𢗋	qung2			
iung	2	𢧳	𢧳	yung2			
iung	2	𢶇	𢶇	qung2			
iung	2	𤛑	𤛑	yung2			
iung	2	𤤶	𤤶	qung2			
iung	2	𤮇	𤮇	yung2			
iung	2	𥨪	𥨪	qung2			
iung	2	𥳎	𥳎	qung2			
iung	2	𦤘	𦤘	yung2			
iung	2	𦨰	𦨰	qung2			
iung	2	𦪽	𦪽	liung2			
iung	2	𦭭	𦭭	qung2			
iung	2	𦽓	𦽓	qung2			
iung	2	𦾵	𦾵	qung2			
iung	2	𧴄	𧴄	yung2			
iung	2	𧵣	𧵣	xung2			
iung	2	𨍶	𨍶	qung2			
iung	2	𨑊	𨑊	niung2			
iung	2	𨲟	𨲟	yung2			
iung	2	𨲳	𨲳	niung2			
iung	2	𩀰	𩀰	ciung2			
iung	2	𩢽	𩢽	qung2			
iung	2	𩤛	𩤛	yung2			
iung	2	𩬰	𩬰	qung2			
iung	2	𪃾	𪃾	yung2			
iung	2	𪅟	𪅟	yung2			
iung	2	𪒬	𪒬	niung2			
iung	2	𪔳	𪔳	liung2			
iung	2	𪚝	𪚝	liung2			
iung	2	𪚠	𪚠	liung2			
iung	3	孓	孓	jung3			
iung	3	廾	廾	jung3			
iung	3	冋	冋	xung4			
iung	3	永	永	yung3			
iung	3	用	用	yung4			
iung	3	兇	凶	xung3			
iung	3	共	共	jung4			
iung	3	吅	吅	siung4			
iung	3	巩	巩	jung3			
iung	3	囧	囧	jung3			
iung	3	甬	甬	yung3			
iung	3	供	供	jung4			
iung	3	咏	咏	yung4			
iung	3	泂	泂	xung4			
iung	3	泳	泳	yung4			
iung	3	炅	炅	jung3			
iung	3	苘	苘	qung3			
iung	3	迥	迥	xung4			
iung	3	㤨	㤨	jung3			
iung	3	㧬	㧬	jung3			
iung	3	俑	俑	yung3			
iung	3	勇	勇	yung3			
iung	3	拱	拱	jung3			
iung	3	栐	栐	yung3			
iung	3	洶	汹	xung3			
iung	3	炯	炯	jung3			
iung	3	炯	炯	xung4			
iung	3	㼦	㼦	jung3			
iung	3	埇	埇	yung3			
iung	3	恐	恐	qung3			
iung	3	恐	恐	qung4			
iung	3	悀	悀	yung3			
iung	3	悚	悚	siung3			
iung	3	拲	拲	jung3			
iung	3	栱	栱	jung3			
iung	3	涌	涌	yung3			
iung	3	烓	烓	qung3			
iung	3	珙	珙	jung3			
iung	3	䂬	䂬	jung3			
iung	3	䅃	䅃	jung4			
iung	3	從	从	ziung4			
iung	3	恿	恿	yung3			
iung	3	絅	絅	qung3			
iung	3	訟	讼	siung4			
iung	3	頃	顷	qung3			
iung	3	傛	傛	yung3			
iung	3	湧	涌	yung3			
iung	3	焪	焪	qung4			
iung	3	煚	煚	jung3			
iung	3	竦	竦	siung3			
iung	3	蛬	蛬	jung3			
iung	3	詗	詗	xung3			
iung	3	詗	詗	xung4			
iung	3	詠	咏	yung4			
iung	3	㙙	㙙	liung3			
iung	3	䡗	䡗	jung3			
iung	3	傱	傱	siung3			
iung	3	塎	塎	yung3			
iung	3	愯	愯	siung3			
iung	3	溶	溶	yung3			
iung	3	蛹	蛹	yung3			
iung	3	詾	詾	xung3			
iung	3	輁	輁	jung3			
iung	3	雍	雍	yung4			
iung	3	頌	颂	siung4			
iung	3	慂	慂	yung3			
iung	3	煛	煛	jung3			
iung	3	誦	诵	siung4			
iung	3	踊	踊	yung3			
iung	3	頔	頔	qung3			
iung	3	㯋	㯋	jung3			
iung	3	䛪	䛪	qung4			
iung	3	䠻	䠻	qung4			
iung	3	慫	怂	siung3			
iung	3	憬	憬	jung3			
iung	3	敻	敻	xung4			
iung	3	潁	颍	yung3			
iung	3	熲	熲	jung3			
iung	3	禜	禜	yung4			
iung	3	鞏	巩	jung3			
iung	3	瑩	莹	yung4			
iung	3	㙲	㙲	yung4			
iung	3	壅	壅	yung3			
iung	3	擁	拥	yung3			
iung	3	暻	暻	jung3			
iung	3	璟	璟	jung3			
iung	3	瘲	瘲	ziung4			
iung	3	穎	颖	yung3			
iung	3	褧	褧	qung3			
iung	3	趥	趥	ciung4			
iung	3	踴	踊	yung3			
iung	3	䔛	䔛	qung3			
iung	3	䙕	䙕	siung3			
iung	3	䙕	䙕	ziung3			
iung	3	䠗	䠗	xung4			
iung	3	䱋	䱋	jung3			
iung	3	濙	濙	yung3			
iung	3	縱	纵	ziung4			
iung	3	聳	耸	siung3			
iung	3	臃	臃	yung3			
iung	3	醟	醟	xung4			
iung	3	醟	醟	yung4			
iung	3	顈	顈	qung3			
iung	3	駷	駷	siung3			
iung	3	㩩	㩩	qung3			
iung	3	儱	儱	liung4			
iung	3	檾	檾	qung3			
iung	3	瀅	滢	yung4			
iung	3	臩	臩	jung3			
iung	3	鎣	蓥	yung4			
iung	3	隴	陇	liung3			
iung	3	壠	壠	liung3			
iung	3	矎	矎	xung4			
iung	3	龏	龏	jung4			
iung	3	壟	垄	liung3			
iung	3	㩳	㩳	siung3			
iung	3	灉	灉	yung4			
iung	3	贚	贚	liung4			
iung	3	躘	躘	liung4			
iung	3	𠖷	𠖷	jung3			
iung	3	𢖶	𢖶	qung3			
iung	3	𢖶	𢖶	qung4			
iung	3	𢣙	𢣙	yung4			
iung	3	𢪒	𢪒	jung3			
iung	3	𢫨	𢫨	niung4			
iung	3	𢶜	𢶜	yung3			
iung	3	𢸁	𢸁	jung3			
iung	3	𦄼	𦄼	siung3			
iung	3	𦬺	𦬺	xung3			
iung	3	𦳖	𦳖	xung4			
iung	3	𦶐	𦶐	qung3			
iung	3	𦶐	𦶐	qung4			
iung	3	𧍮	𧍮	jung3			
iung	3	𧗴	𧗴	yung3			
iung	3	𧻹	𧻹	yung3			
iung	3	𧽒	𧽒	xung4			
iung	3	𩒵	𩒵	qung3			
iung	3	𩚱	𩚱	jung3			
o	1	乇	乇	tuo1			
o	1	勺	勺	zhuo1			
o	1	戈	戈	guo1			
o	1	攴	攴	puo1			
o	1	他	他	tuo1			
o	1	圤	圤	puo1			
o	1	它	它	tuo1			
o	1	屵	屵	yuo1			
o	1	末	末	muo1			
o	1	癶	癶	buo1			
o	1	㣿	㣿	zhuo1			
o	1	叒	叒	rhuo1			
o	1	多	多	duo1			
o	1	妁	妁	zhuo1			
o	1	彴	彴	zhuo1			
o	1	托	托	tuo1			
o	1	朴	朴	puo1			
o	1	犳	犳	zhuo1			
o	1	芍	芍	ciuo1			
o	1	芍	芍	zhuo1			
o	1	㕯	㕯	rhuo1			
o	1	㕰	㕰	xuo1			
o	1	㤄	㤄	buo1			
o	1	㧊	㧊	puo1			
o	1	㺪	㺪	puo1			
o	1	䢌	䢌	buo1			
o	1	佗	佗	tuo1			
o	1	作	作	zuo1			
o	1	却	却	quo1			
o	1	沒	没	muo1			
o	1	没	没	muo1			
o	1	灼	灼	zhuo1			
o	1	皃	皃	muo1			
o	1	礿	礿	yuo1			
o	1	肑	肑	buo1			
o	1	角	角	juo1			
o	1	辵	辵	chuo1			
o	1	㓢	㓢	luo1			
o	1	㕞	㕞	shuo1			
o	1	佸	佸	guo1			
o	1	侂	侂	tuo1			
o	1	刷	刷	shuo1			
o	1	卓	卓	zhuo1			
o	1	叕	叕	zhuo1			
o	1	咄	咄	duo1			
o	1	坡	坡	puo1			
o	1	妺	妺	muo1			
o	1	岳	岳	yuo1			
o	1	帗	帗	buo1			
o	1	抹	抹	muo1			
o	1	拕	拕	tuo1			
o	1	拖	拖	tuo1			
o	1	拙	拙	zhuo1			
o	1	枂	枂	wo1			
o	1	歿	殁	muo1			
o	1	殁	殁	muo1			
o	1	沫	沫	muo1			
o	1	沰	沰	tuo1			
o	1	波	波	buo1			
o	1	泧	泧	huo1			
o	1	玨	珏	juo1			
o	1	矺	矺	tuo1			
o	1	祋	祋	duo1			
o	1	苜	苜	muo1			
o	1	茁	茁	zhuo1			
o	1	茇	茇	buo1			
o	1	茉	茉	muo1			
o	1	迮	迮	zuo1			
o	1	若	若	rhuo1			
o	1	拓	拓	tuo1			
o	1	㲋	㲋	chuo1			
o	1	㸰	㸰	kuo1			
o	1	䀛	䀛	muo1			
o	1	侻	侻	tuo1			
o	1	削	削	siuo1			
o	1	卻	却	juo1			
o	1	卻	却	quo1			
o	1	括	括	guo1			
o	1	拶	拶	zuo1			
o	1	挌	格	luo1			
o	1	斫	斫	zhuo1			
o	1	昩	昩	muo1			
o	1	柝	柝	tuo1			
o	1	柞	柞	zuo1			
o	1	活	活	guo1			
o	1	炪	炪	zhuo1			
o	1	玻	玻	puo1			
o	1	珏	珏	juo1			
o	1	眊	眊	muo1			
o	1	科	科	kuo1			
o	1	約	约	yuo1			
o	1	胉	胉	puo1			
o	1	茤	茤	duo1			
o	1	虐	虐	yuo1			
o	1	适	适	guo1			
o	1	适	适	kuo1			
o	1	洛	洛	luo1			
o	1	㛗	㛗	suo1			
o	1	㹱	㹱	ciuo1			
o	1	㽿	㽿	guo1			
o	1	㽿	㽿	kuo1			
o	1	䂐	䂐	zhuo1			
o	1	䍨	䍨	puo1			
o	1	倬	倬	zhuo1			
o	1	倭	倭	wo1			
o	1	剒	剒	cuo1			
o	1	剝	剥	buo1			
o	1	剟	剟	duo1			
o	1	剟	剟	zhuo1			
o	1	剥	剥	buo1			
o	1	厝	厝	cuo1			
o	1	唆	唆	suo1			
o	1	埆	埆	quo1			
o	1	娑	娑	suo1			
o	1	娕	娕	chuo1			
o	1	娖	娖	chuo1			
o	1	弱	弱	rhuo1			
o	1	挩	挩	tuo1			
o	1	挱	挱	suo1			
o	1	捉	捉	zhuo1			
o	1	捋	捋	luo1			
o	1	捔	捔	juo1			
o	1	朔	朔	shuo1			
o	1	栝	栝	guo1			
o	1	桌	桌	zhuo1			
o	1	桗	桗	duo1			
o	1	毣	毣	muo1			
o	1	盋	盋	buo1			
o	1	眓	眓	huo1			
o	1	眜	眜	muo1			
o	1	秣	秣	muo1			
o	1	莈	莈	muo1			
o	1	莌	莌	tuo1			
o	1	莎	莎	suo1			
o	1	莏	莏	suo1			
o	1	莡	莡	cuo1			
o	1	莫	莫	muo1			
o	1	蚋	蚋	rhuo1			
o	1	袚	袚	buo1			
o	1	袜	袜	muo1			
o	1	袥	袥	tuo1			
o	1	託	托	tuo1			
o	1	趵	趵	buo1			
o	1	郭	郭	guo1			
o	1	鄀	鄀	rhuo1			
o	1	酌	酌	zhuo1			
o	1	烙	烙	luo1			
o	1	珞	珞	luo1			
o	1	索	索	suo1			
o	1	㧻	㧻	zhuo1			
o	1	㭩	㭩	luo1			
o	1	㳨	㳨	zuo1			
o	1	㸹	㸹	luo1			
o	1	䀩	䀩	liuo1			
o	1	䀩	䀩	luo1			
o	1	䂮	䂮	liuo1			
o	1	䖦	䖦	zhuo1			
o	1	䡈	䡈	juo1			
o	1	䣪	䣪	puo1			
o	1	偓	偓	yuo1			
o	1	傞	傞	cuo1			
o	1	傞	傞	suo1			
o	1	唰	唰	shuo1			
o	1	啄	啄	zhuo1			
o	1	啅	啅	zhuo1			
o	1	啜	啜	chuo1			
o	1	啜	啜	zhuo1			
o	1	埻	埻	guo1			
o	1	堝	埚	guo1			
o	1	婥	婥	chuo1			
o	1	婼	婼	chuo1			
o	1	崞	崞	guo1			
o	1	惙	惙	zhuo1			
o	1	挲	挲	suo1			
o	1	捳	捳	yuo1			
o	1	捾	捾	wo1			
o	1	掇	掇	duo1			
o	1	掇	掇	zhuo1			
o	1	掉	掉	nuo1			
o	1	桫	桫	suo1			
o	1	桷	桷	juo1			
o	1	梏	梏	juo1			
o	1	梭	梭	suo1			
o	1	梲	梲	zhuo1			
o	1	棁	棁	tuo1			
o	1	欶	欶	shuo1			
o	1	殻	殻	quo1			
o	1	涶	涶	tuo1			
o	1	涹	涹	wo1			
o	1	涿	涿	zhuo1			
o	1	渦	涡	guo1			
o	1	渦	涡	wo1			
o	1	焫	焫	rhuo1			
o	1	畧	畧	liuo1			
o	1	痑	痑	tuo1			
o	1	硌	硌	luo1			
o	1	粕	粕	puo1			
o	1	粖	粖	muo1			
o	1	紴	紴	buo1			
o	1	缽	钵	buo1			
o	1	脚	脚	juo1			
o	1	脫	脱	tuo1			
o	1	菿	菿	zhuo1			
o	1	萵	莴	wo1			
o	1	著	著	zhuo1			
o	1	蛇	蛇	tuo1			
o	1	袼	袼	luo1			
o	1	逪	逪	cuo1			
o	1	逴	逴	chuo1			
o	1	逽	逽	niuo1			
o	1	過	过	guo1			
o	1	雀	雀	ziuo1			
o	1	飥	飥	tuo1			
o	1	掠	掠	liuo1			
o	1	略	略	liuo1			
o	1	㗉	㗉	liuo1			
o	1	㨎	㨎	rhuo1			
o	1	䒷	䒷	guo1			
o	1	䴲	䴲	muo1			
o	1	傕	傕	juo1			
o	1	博	博	buo1			
o	1	喔	喔	yuo1			
o	1	奤	奤	puo1			
o	1	媉	媉	yuo1			
o	1	幄	幄	yuo1			
o	1	惹	惹	rhuo1			
o	1	握	握	yuo1			
o	1	搓	搓	cuo1			
o	1	敠	敠	duo1			
o	1	斮	斮	zhuo1			
o	1	晫	晫	chuo1			
o	1	晫	晫	zhuo1			
o	1	椁	椁	guo1			
o	1	楉	楉	rhuo1			
o	1	殼	壳	quo1			
o	1	渥	渥	yuo1			
o	1	溠	溠	cuo1			
o	1	焥	焥	wo1			
o	1	焯	焯	zhuo1			
o	1	琢	琢	zhuo1			
o	1	番	番	buo1			
o	1	矟	矟	shuo1			
o	1	硞	硞	quo1			
o	1	硦	硦	luo1			
o	1	笿	笿	luo1			
o	1	筈	筈	guo1			
o	1	筈	筈	kuo1			
o	1	筏	筏	buo1			
o	1	絡	络	luo1			
o	1	聒	聒	guo1			
o	1	腏	腏	duo1			
o	1	腏	腏	zhuo1			
o	1	舄	舄	ciuo1			
o	1	萪	萪	kuo1			
o	1	萿	萿	guo1			
o	1	葀	葀	guo1			
o	1	葯	药	yuo1			
o	1	蛞	蛞	kuo1			
o	1	詑	詑	tuo1			
o	1	豿	豿	xuo1			
o	1	鄚	鄚	muo1			
o	1	落	落	luo1			
o	1	㗘	㗘	buo1			
o	1	䇎	䇎	ciuo1			
o	1	䋤	䋤	yuo1			
o	1	䛚	䛚	liuo1			
o	1	䟯	䟯	kuo1			
o	1	䬴	䬴	muo1			
o	1	嗍	嗍	shuo1			
o	1	嗼	嗼	muo1			
o	1	塙	塙	quo1			
o	1	塻	塻	muo1			
o	1	寞	寞	muo1			
o	1	幕	幕	muo1			
o	1	愽	愽	buo1			
o	1	揱	揱	shuo1			
o	1	搉	搉	juo1			
o	1	搉	搉	quo1			
o	1	搏	搏	buo1			
o	1	搏	搏	puo1			
o	1	搙	搙	nuo1			
o	1	搠	搠	shuo1			
o	1	搦	搦	nuo1			
o	1	摸	摸	muo1			
o	1	敫	敫	yuo1			
o	1	楃	楃	yuo1			
o	1	楇	楇	guo1			
o	1	準	准	zhuo1			
o	1	溥	溥	buo1			
o	1	溹	溹	suo1			
o	1	滈	滈	xuo1			
o	1	漠	漠	muo1			
o	1	漷	漷	kuo1			
o	1	犐	犐	kuo1			
o	1	猼	猼	buo1			
o	1	瑳	瑳	cuo1			
o	1	畷	畷	zhuo1			
o	1	瘑	瘑	guo1			
o	1	皵	皵	ciuo1			
o	1	睕	睕	wo1			
o	1	碆	碆	buo1			
o	1	碏	碏	ciuo1			
o	1	稞	稞	kuo1			
o	1	窠	窠	kuo1			
o	1	窩	窝	wo1			
o	1	罬	罬	zhuo1			
o	1	腛	腛	yuo1			
o	1	腳	脚	juo1			
o	1	蒪	蒪	puo1			
o	1	蒴	蒴	shuo1			
o	1	蒻	蒻	rhuo1			
o	1	蓑	蓑	suo1			
o	1	蛶	蛶	luo1			
o	1	蜹	蜹	rhuo1			
o	1	裰	裰	duo1			
o	1	詻	咯	liuo1			
o	1	較	较	juo1			
o	1	遳	遳	cuo1			
o	1	鉢	鉢	buo1			
o	1	馲	馲	luo1			
o	1	馲	馲	tuo1			
o	1	酪	酪	luo1			
o	1	溺	溺	rhuo1			
o	1	嗀	嗀	xuo1			
o	1	㨼	㨼	liuo1			
o	1	㮦	㮦	suo1			
o	1	㮶	㮶	shuo1			
o	1	㹊	㹊	yuo1			
o	1	䁊	䁊	wo1			
o	1	䐁	䐁	zhuo1			
o	1	䛢	䛢	tuo1			
o	1	䪼	䪼	zhuo1			
o	1	嗽	嗽	shuo1			
o	1	彉	彉	guo1			
o	1	彉	彉	huo1			
o	1	愨	悫	quo1			
o	1	撂	撂	liuo1			
o	1	擆	擆	zhuo1			
o	1	斠	斠	juo1			
o	1	斡	斡	wo1			
o	1	斲	斲	zhuo1			
o	1	榷	榷	juo1			
o	1	槊	槊	shuo1			
o	1	槨	椁	guo1			
o	1	毃	毃	quo1			
o	1	濄	濄	wo1			
o	1	犖	荦	luo1			
o	1	瑴	瑴	juo1			
o	1	瘧	疟	yuo1			
o	1	瞀	瞀	muo1			
o	1	磋	磋	cuo1			
o	1	禚	禚	zhuo1			
o	1	箬	箬	rhuo1			
o	1	綴	缀	zhuo1			
o	1	綽	绰	chuo1			
o	1	緺	緺	guo1			
o	1	膊	膊	puo1			
o	1	膜	膜	muo1			
o	1	薖	薖	kuo1			
o	1	蝃	蝃	zhuo1			
o	1	蝸	蜗	guo1			
o	1	趖	趖	suo1			
o	1	鉻	铬	luo1			
o	1	銛	銛	guo1			
o	1	雒	雒	luo1			
o	1	靺	靺	muo1			
o	1	鞄	鞄	puo1			
o	1	韎	韎	muo1			
o	1	頗	颇	puo1			
o	1	颮	飑	puo1			
o	1	駁	驳	buo1			
o	1	魄	魄	tuo1			
o	1	魠	魠	tuo1			
o	1	說	说	shuo1			
o	1	廓	廓	kuo1			
o	1	㩇	㩇	zhuo1			
o	1	䃕	䃕	luo1			
o	1	䃗	䃗	chuo1			
o	1	䅵	䅵	zhuo1			
o	1	䈖	䈖	kuo1			
o	1	䟾	䟾	zhuo1			
o	1	䤬	䤬	suo1			
o	1	䯏	䯏	guo1			
o	1	劊	刽	guo1			
o	1	劐	劐	huo1			
o	1	噋	噋	kuo1			
o	1	墣	墣	puo1			
o	1	嶓	嶓	buo1			
o	1	撥	拨	buo1			
o	1	撮	撮	cuo1			
o	1	撮	撮	zuo1			
o	1	獡	獡	shuo1			
o	1	瘼	瘼	muo1			
o	1	瞐	瞐	muo1			
o	1	瞙	瞙	muo1			
o	1	確	确	quo1			
o	1	碻	碻	quo1			
o	1	箹	箹	yuo1			
o	1	箾	箾	shuo1			
o	1	縒	縒	cuo1			
o	1	蝌	蝌	kuo1			
o	1	課	课	kuo1			
o	1	諑	诼	zhuo1			
o	1	趞	趞	ciuo1			
o	1	趠	趠	chuo1			
o	1	踒	踒	wo1			
o	1	踔	踔	chuo1			
o	1	踖	踖	ciuo1			
o	1	蹃	蹃	nuo1			
o	1	輟	辍	zhuo1			
o	1	醊	醊	zhuo1			
o	1	頢	頢	guo1			
o	1	魦	魦	suo1			
o	1	數	数	shuo1			
o	1	樂	乐	yuo1			
o	1	樂	乐	luo1			
o	1	㗻	㗻	guo1			
o	1	㘀	㘀	zuo1			
o	1	㹒	㹒	puo1			
o	1	䁨	䁨	huo1			
o	1	䍸	䍸	buo1			
o	1	䐞	䐞	rhuo1			
o	1	䓾	䓾	suo1			
o	1	䗚	䗚	buo1			
o	1	䙏	䙏	buo1			
o	1	䱅	䱅	muo1			
o	1	䳊	䳊	buo1			
o	1	䶂	䶂	ziuo1			
o	1	䶂	䶂	zhuo1			
o	1	噣	噣	zhuo1			
o	1	奯	奯	huo1			
o	1	嬒	嬒	wo1			
o	1	嬳	嬳	wo1			
o	1	嶨	嶨	quo1			
o	1	擉	擉	chuo1			
o	1	樸	朴	puo1			
o	1	橐	橐	tuo1			
o	1	濊	濊	huo1			
o	1	燋	燋	ziuo1			
o	1	璞	璞	puo1			
o	1	磭	磭	yuo1			
o	1	磭	磭	chuo1			
o	1	篧	篧	zhuo1			
o	1	翯	翯	xuo1			
o	1	謔	谑	xuo1			
o	1	蹉	蹉	cuo1			
o	1	錯	错	cuo1			
o	1	鍋	锅	guo1			
o	1	霍	霍	huo1			
o	1	餟	餟	zhuo1			
o	1	駮	驳	buo1			
o	1	髺	髺	guo1			
o	1	鮁	鮁	buo1			
o	1	駱	骆	luo1			
o	1	諾	诺	nuo1			
o	1	㦝	㦝	muo1			
o	1	㲉	㲉	quo1			
o	1	䌎	䌎	liuo1			
o	1	䚥	䚥	nuo1			
o	1	䩊	䩊	wo1			
o	1	䫎	䫎	zhuo1			
o	1	嶽	岳	yuo1			
o	1	彍	彍	guo1			
o	1	彍	彍	huo1			
o	1	斀	斀	zhuo1			
o	1	檜	桧	guo1			
o	1	瀎	瀎	muo1			
o	1	燩	燩	quo1			
o	1	爵	爵	ziuo1			
o	1	瓁	瓁	wo1			
o	1	皤	皤	buo1			
o	1	穛	穛	zhuo1			
o	1	簻	簻	kuo1			
o	1	臒	臒	wo1			
o	1	藐	藐	muo1			
o	1	襊	襊	cuo1			
o	1	襏	襏	buo1			
o	1	觳	觳	quo1			
o	1	謈	謈	puo1			
o	1	謞	謞	xuo1			
o	1	豁	豁	huo1			
o	1	邈	邈	muo1			
o	1	闊	阔	kuo1			
o	1	雘	雘	wo1			
o	1	髁	髁	kuo1			
o	1	髿	髿	suo1			
o	1	鮥	鮥	luo1			
o	1	鴰	鸹	guo1			
o	1	鵅	鵅	luo1			
o	1	龠	龠	yuo1			
o	1	㜰	㜰	yuo1			
o	1	㜰	㜰	shuo1			
o	1	㩧	㩧	puo1			
o	1	㪬	㪬	chuo1			
o	1	䁷	䁷	juo1			
o	1	䔾	䔾	muo1			
o	1	嚗	嚗	buo1			
o	1	屩	屩	juo1			
o	1	懖	懖	guo1			
o	1	戳	戳	chuo1			
o	1	擽	擽	liuo1			
o	1	櫡	櫡	zhuo1			
o	1	濼	泺	luo1			
o	1	濼	泺	puo1			
o	1	爇	爇	rhuo1			
o	1	礐	礐	quo1			
o	1	簙	簙	buo1			
o	1	繓	繓	zuo1			
o	1	繛	繛	chuo1			
o	1	藥	药	liuo1			
o	1	藥	药	yuo1			
o	1	謶	謶	zhuo1			
o	1	鎛	鎛	buo1			
o	1	鏌	镆	muo1			
o	1	霩	霩	huo1			
o	1	餺	餺	buo1			
o	1	鼧	鼧	tuo1			
o	1	㿑	㿑	yuo1			
o	1	䜏	䜏	tuo1			
o	1	䪙	䪙	puo1			
o	1	䱜	䱜	ciuo1			
o	1	䱜	䱜	cuo1			
o	1	䶅	䶅	luo1			
o	1	攉	攉	huo1			
o	1	櫟	栎	yuo1			
o	1	歠	歠	chuo1			
o	1	瀖	瀖	huo1			
o	1	瀥	瀥	xuo1			
o	1	爆	爆	buo1			
o	1	爍	烁	shuo1			
o	1	繳	缴	zhuo1			
o	1	藿	藿	huo1			
o	1	蘀	蘀	tuo1			
o	1	蠖	蠖	wo1			
o	1	蹻	蹻	juo1			
o	1	鐯	鐯	zhuo1			
o	1	鞹	鞹	kuo1			
o	1	髆	髆	buo1			
o	1	髉	髉	buo1			
o	1	鵲	鹊	ciuo1			
o	1	鵽	鵽	duo1			
o	1	龏	龏	yuo1			
o	1	㿺	㿺	buo1			
o	1	䁻	䁻	shuo1			
o	1	䚫	䚫	juo1			
o	1	䨰	䨰	puo1			
o	1	䮤	䮤	juo1			
o	1	欂	欂	buo1			
o	1	瀹	瀹	yuo1			
o	1	獻	献	suo1			
o	1	蘥	蘥	yuo1			
o	1	蠚	蠚	chuo1			
o	1	襮	襮	buo1			
o	1	覺	觉	juo1			
o	1	觷	觷	yuo1			
o	1	鏺	鏺	puo1			
o	1	㩱	㩱	ziuo1			
o	1	䑈	䑈	buo1			
o	1	䟏	䟏	shuo1			
o	1	爚	爚	yuo1			
o	1	爚	爚	shuo1			
o	1	爝	爝	ziuo1			
o	1	癨	癨	huo1			
o	1	矐	矐	huo1			
o	1	禴	禴	yuo1			
o	1	纅	纅	yuo1			
o	1	躍	跃	yuo1			
o	1	䤕	䤕	xuo1			
o	1	穱	穱	zhuo1			
o	1	籗	籗	kuo1			
o	1	籜	箨	tuo1			
o	1	躒	跞	luo1			
o	1	驋	驋	buo1			
o	1	齪	龊	chuo1			
o	1	轢	轹	luo1			
o	1	䟑	䟑	yuo1			
o	1	䪝	䪝	wo1			
o	1	䮸	䮸	juo1			
o	1	䮸	䮸	yuo1			
o	1	䶈	䶈	buo1			
o	1	攥	攥	zuo1			
o	1	籥	龠	yuo1			
o	1	鑠	铄	shuo1			
o	1	鱍	鱍	buo1			
o	1	鱍	鱍	puo1			
o	1	齱	齱	chuo1			
o	1	䠯	䠯	yuo1			
o	1	孎	孎	zhuo1			
o	1	鑮	鑮	buo1			
o	1	靃	靃	huo1			
o	1	鷽	鷽	yuo1			
o	1	鸌	鸌	wo1			
o	1	齷	龌	yuo1			
o	1	䵵	䵵	zhuo1			
o	1	鑰	钥	yuo1			
o	1	鸑	鸑	yuo1			
o	1	龣	龣	juo1			
o	1	糳	糳	zuo1			
o	1	鑿	凿	zuo1			
o	1	鸙	鸙	yuo1			
o	1	䖃	䖃	yuo1			
o	1	䰖	䰖	zuo1			
o	1	𠇱	𠇱	muo1			
o	1	𠈱	𠈱	suo1			
o	1	𠏀	𠏀	kuo1			
o	1	𠛱	𠛱	zuo1			
o	1	𠜖	𠜖	luo1			
o	1	𠠎	𠠎	kuo1			
o	1	𠢓	𠢓	muo1			
o	1	𠩃	𠩃	yuo1			
o	1	𠬛	𠬛	muo1			
o	1	𠭴	𠭴	zhuo1			
o	1	𠴪	𠴪	shuo1			
o	1	𠷑	𠷑	puo1			
o	1	𠻜	𠻜	shuo1			
o	1	𠿟	𠿟	yuo1			
o	1	𡁆	𡁆	luo1			
o	1	𡇱	𡇱	quo1			
o	1	𡈗	𡈗	muo1			
o	1	𡊉	𡊉	muo1			
o	1	𡑟	𡑟	wo1			
o	1	𡴊	𡴊	quo1			
o	1	𢁁	𢁁	zhuo1			
o	1	𢅹	𢅹	yuo1			
o	1	𢊗	𢊗	muo1			
o	1	𢗿	𢗿	muo1			
o	1	𢘿	𢘿	suo1			
o	1	𢯸	𢯸	puo1			
o	1	𢱢	𢱢	suo1			
o	1	𢷕	𢷕	muo1			
o	1	𢷾	𢷾	shuo1			
o	1	𢽚	𢽚	zhuo1			
o	1	𣁳	𣁳	huo1			
o	1	𣁳	𣁳	wo1			
o	1	𣃈	𣃈	zhuo1			
o	1	𣔳	𣔳	tuo1			
o	1	𣛗	𣛗	luo1			
o	1	𣜤	𣜤	suo1			
o	1	𣟄	𣟄	tuo1			
o	1	𣤇	𣤇	quo1			
o	1	𣧳	𣧳	luo1			
o	1	𣩎	𣩎	muo1			
o	1	𣪊	𣪊	quo1			
o	1	𣸍	𣸍	puo1			
o	1	𣽅	𣽅	guo1			
o	1	𤁢	𤁢	zuo1			
o	1	𤃴	𤃴	huo1			
o	1	𤄶	𤄶	yuo1			
o	1	𤅢	𤅢	yuo1			
o	1	𤆝	𤆝	puo1			
o	1	𤒀	𤒀	yuo1			
o	1	𤟭	𤟭	chuo1			
o	1	𤣻	𤣻	muo1			
o	1	𤫵	𤫵	kuo1			
o	1	𤷽	𤷽	quo1			
o	1	𤻲	𤻲	luo1			
o	1	𤽥	𤽥	luo1			
o	1	𤽼	𤽼	luo1			
o	1	𤿩	𤿩	quo1			
o	1	𤿫	𤿫	chuo1			
o	1	𥄗	𥄗	wo1			
o	1	𥄱	𥄱	puo1			
o	1	𥆝	𥆝	suo1			
o	1	𥌺	𥌺	yuo1			
o	1	𥖛	𥖛	zhuo1			
o	1	𥛟	𥛟	puo1			
o	1	𥟿	𥟿	wo1			
