序號	目次	聲	shengOrder	等	toenkOrder	呼	xuOrder	韻部	hiunnOrder	調	dewOrder	攝	shapOrder	反切	平水韻目	古韻羅馬字	有女羅馬字	推導拼音	小韻字數	字	備註	validation
2852	去39過	端	B1	一	1	合	2	戈	下08	去	3	果	1	都唾	箇	tuah	tuah	duo4	4	桗刴[跺](剁)挅㛆		TRUE
2853	去39過	清	CA2	一	1	合	2	戈	下08	去	3	果	1	七過	箇	chuah	cuah	cuo4	1	磋		TRUE
2854	去39過	心	CA4	一	1	合	2	戈	下08	去	3	果	1	先臥	箇	suah	suah	suo4	1	䐝		TRUE
2855	去38箇	影	E3	一	1	開	1	歌	下07	去	3	果	1	安賀	箇	qah	ah	e4	1	侉		TRUE
2856	去39過	影	E3	一	1	合	2	戈	下08	去	3	果	1	烏臥	箇	quah	uah	wo4	1	涴		TRUE
2857	去40禡	明	A4	二	2	開	1	麻	下09	去	3	假	2	莫駕	禡	mrah	meah	ma4	9	罵!禡榪鬕(駡)䧞䣕𧪨㾺傌		TRUE
2858	去40禡	見	D1	二	2	開	1	麻	下09	去	3	假	2	古訝	禡	krah	keah	jia4	12	駕稼嫁架價假賈瘕幏𢱈𢉤𦙺		TRUE
2859	去40禡	影	E3	二	2	開	1	麻	下09	去	3	假	2	衣嫁	禡	qrah	eah	ya4	10	亞俹啞婭覀(襾)𣇩㰳稏𦜖䢝		TRUE
2860	去40禡	曉	E1	二	2	開	1	麻	下09	去	3	假	2	呼訝	禡	hrah	xeah	xia4	8	嚇罅唬𧫒㙤煆㗿謑		TRUE
2861	去40禡	疑	D4	二	2	開	1	麻	下09	去	3	假	2	吾駕	禡	ngrah	ngeah	ya4	6	呀!迓訝犽齖枒砑		TRUE
2862	去40禡	徹	CB2	二	2	開	1	麻	下09	去	3	假	2	丑亞	禡	thrah	theah	cha4	3	詫侘𧬮		TRUE
2863	去40禡	知	CB1	二	2	開	1	麻	下09	去	3	假	2	陟駕	禡	trah	teah	zha4	12	吒咤奼灹哆奓䐒𢕮膪䒲㓃𨶃		TRUE
2864	去40禡	莊	CC1	二	2	開	1	麻	下09	去	3	假	2	側駕	禡	crah	trah	zha4	6	詐笮𨢧溠咋榨|蚱		TRUE
2865	去40禡	崇	CC3	二	2	開	1	麻	下09	去	3	假	2	鋤駕	禡	zrah	drah	zha4	5	乍蜡䄍齰𧧻		TRUE
2866	去40禡	邪	CA5	三	3	開	1	麻	下09	去	3	假	2	辝夜	禡	zsiah	szyah	xie4	3	謝榭㴬		TRUE
2867	去40禡	溪	D2	二	2	開	1	麻	下09	去	3	假	2	枯駕	禡	khrah	qeah	qia4	6	髂𩩱疴𧩶㰤𠳌		TRUE
2868	去40禡	匣	E2	二	2	開	1	麻	下09	去	3	假	2	胡駕	禡	ghrah	heah	xia4	4	暇夏下芐		TRUE
2869	去40禡	從	CA3	三	3	開	1	麻	下09	去	3	假	2	慈夜	禡	ziah	dzyah	jie4	5	褯藉躤䣠䤳		TRUE
2870	去40禡	以	E5	三	3	開	1	麻	下09	去	3	假	2	羊謝	禡	jah	jah	ye4	3	夜射鵺		TRUE
2871	去40禡	昌	CD2	三	3	開	1	麻	下09	去	3	假	2	充夜	禡	chjah	tcah	che4	2	䞣斥		TRUE
2872	去40禡	心	CA4	三	3	開	1	麻	下09	去	3	假	2	司夜	禡	siah	syah	xie4	4	蝑卸瀉䉣		TRUE
2873	去40禡	章	CD1	三	3	開	1	麻	下09	去	3	假	2	之夜	禡	cjah	tjah	zhe4	7	柘樜鷓䗪(蟅)嗻炙蔗		TRUE
2874	去40禡	精	CA1	三	3	開	1	麻	下09	去	3	假	2	子夜	禡	ciah	zyah	jie4	2	唶借		TRUE
2875	去40禡	書	CD4	三	3	開	1	麻	下09	去	3	假	2	始夜	禡	sjah	sjah	she4	5	舍)!舎赦騇涻厙		TRUE
2876	去40禡	船	CD3	三	3	開	1	麻	下09	去	3	假	2	神夜	禡	zsjah	djah	she4	4	射䠶麝貰		TRUE
2877	去40禡	幫	A1	二	2	開	1	麻	下09	去	3	假	2	必駕	禡	prah	peah	ba4	7	霸(覇)弝欛靶灞垻|壩爸		TRUE
2878	去40禡	滂	A2	二	2	開	1	麻	下09	去	3	假	2	普駕	禡	phrah	pheah	pa4	2	帊怕		TRUE
2879	去40禡	匣	E2	二	2	合	2	麻	下09	去	3	假	2	胡化	禡	ghruah	hoah	hua4	7	摦㕦崋華樺鳠檴		TRUE
2880	去40禡	曉	E1	二	2	合	2	麻	下09	去	3	假	2	呼霸	禡	hruah	xoah	hua4	6	化匕諣杹𩲏𩵏		TRUE
2881	去40禡	溪	D2	二	2	合	2	麻	下09	去	3	假	2	苦化	禡	khruah	qoah	kua4	3	跨胯𡕒		TRUE
2882	去40禡	生	CC4	二	2	合	2	麻	下09	去	3	假	2	所化	禡	sruah	shoah	shua4	2	誜傻		TRUE
2883	去40禡	並	A3	二	2	開	1	麻	下09	去	3	假	2	白駕	禡	brah	beah	ba4	6	𤝡杷[耙]跁𦫙𥝧𩹏		TRUE
2884	去40禡	泥	B4	二	2	開	1	麻	下09	去	3	假	2	乃亞	禡	nrah	neah	na4	2	䏧絮		TRUE
2885	去40禡	清	CA2	三	3	開	1	麻	下09	去	3	假	2	遷謝	禡	chiah	cyah	qie4	2	笪䞣		TRUE
2886	去40禡	生	CC4	二	2	開	1	麻	下09	去	3	假	2	所嫁	禡	srah	shah	sha4	3	嗄𦔯沙		TRUE
2887	去40禡	見	D1	二	2	合	2	麻	下09	去	3	假	2	古罵	禡	kruah	koah	gua4	2	坬𧬮		TRUE
2888	去40禡	澄	CB3	二	2	開	1	麻	下09	去	3	假	2	除駕	禡	drah	deah	zha4	2	䖳䅊		TRUE
2889	去40禡	疑	D4	二	2	合	2	麻	下09	去	3	假	2	五化	禡	ngruah	ngoah	wa4	1	瓦		TRUE
2890	去40禡	影	E3	二	2	合	2	麻	下09	去	3	假	2	烏㕦	禡	'ruah	oah	wa4	3	攨窊䠚		TRUE
2891	去41漾	以	E5	三	3	開	1	陽	下10	去	3	宕	12	餘亮	漾	jangh	janq	yang4	12	"樣!漾恙羕颺煬㨾養眻諹䭐㺊瀁| 䵮㑰痒𡡂𧫛𠍵"		TRUE
2892	去41漾	來	B5	三	3	開	1	陽	下10	去	3	宕	12	力讓	漾	liangh	lianq	liang4	15	亮諒掠悢緉㹁兩(輛)踉量𣄵𩗬䁁䀶哴涼		TRUE
2893	去41漾	崇	CC3	三	3	開	1	陽	下10	去	3	宕	12	鋤亮	漾	zriangh	drianq	zhuang4	1	狀		TRUE
2894	去41漾	日	CD6	三	3	開	1	陽	下10	去	3	宕	12	人樣	漾	njangh	ranq	rang4	4	讓攘欀懹		TRUE
2895	去41漾	書	CD4	三	3	開	1	陽	下10	去	3	宕	12	式亮	漾	sjangh	sjanq	shang4	10	餉傷向蟓曏慯𤵼饟蠰珦		TRUE
2896	去41漾	知	CB1	三	3	開	1	陽	下10	去	3	宕	12	知亮	漾	triangh	tianq	zhang4	5	帳脹=痮漲張[賬]		TRUE
2897	去41漾	徹	CB2	三	3	開	1	陽	下10	去	3	宕	12	丑亮	漾	thriangh	thianq	chang4	10	悵暢鬯韔=䩨𧀄昶畼𥠴𥇔		TRUE
2898	去41漾	曉	E1	三	3	開	1	陽	下10	去	3	宕	12	許亮	漾	hiangh	xianq	xiang4	8	向珦曏䦳蠁萫𧬰嚮		TRUE
2899	去41漾	澄	CB3	三	3	開	1	陽	下10	去	3	宕	12	直亮	漾	driangh	dianq	zhang4	3	仗長瓺		TRUE
2900	去41漾	娘	B4A	三	3	開	1	陽	下10	去	3	宕	12	女亮	漾	nriangh	nianq	niang4	3	釀𥽬䖆		TRUE
2901	去41漾	從	CA3	三	3	開	1	陽	下10	去	3	宕	12	疾亮	漾	ziangh	dzianq	jiang4	3	匠䞪𪀘		TRUE
2902	去41漾	章	CD1	三	3	開	1	陽	下10	去	3	宕	12	之亮	漾	cjangh	tjanq	zhang4	5	障=㢓墇嶂瘴(幛)		TRUE
2903	去41漾	常	CD5	三	3	開	1	陽	下10	去	3	宕	12	時亮	漾	zjangh	zjanq	shang4	4	尚上丄償		TRUE
2904	去41漾	莊	CC1	三	3	開	1	陽	下10	去	3	宕	12	側亮	漾	criangh	trianq	zhuang4	3	壯裝䊋		TRUE
2905	去41漾	影	E3	三	3	開	1	陽	下10	去	3	宕	12	於亮	漾	qiangh	ianq	yang4	4	怏䬬詇㿮		TRUE
2906	去41漾	群	D3	三	3	開	1	陽	下10	去	3	宕	12	其亮	漾	giangh	gianq	jiang4	1	弶[糨]		TRUE
2907	去41漾	昌	CD2	三	3	開	1	陽	下10	去	3	宕	12	尺亮	漾	chjangh	tcanq	chang4	4	唱廠倡𪛋		TRUE
2908	去41漾	初	CC2	三	3	開	1	陽	下10	去	3	宕	12	初亮	漾	chriangh	chianq	chuang4	4	創!剏愴滄		TRUE
2909	去41漾	精	CA1	三	3	開	1	陽	下10	去	3	宕	12	子亮	漾	ciangh	zianq	jiang4	4	醬=𨡰=𨟻將		TRUE
2910	去41漾	疑	D4	三	3	開	1	陽	下10	去	3	宕	12	魚向	漾	ngiangh	ngianq	yang4	2	𨋕仰		TRUE
2911	去41漾	滂	A2	三	3	合	2	陽	下10	去	3	宕	12	敷亮	漾	phyangh	phvanq	fang4	3	訪妨邡		TRUE
2912	去41漾	明	A4	三	3	合	2	陽	下10	去	3	宕	12	巫放	漾	myangh	mvanq	wang4	6	妄望朢忘汒𧫢		TRUE
2913	去41漾	曉	E1	三	3	合	2	陽	下10	去	3	宕	12	許訪	漾	hyangh	xvanq	huang4	4	況况𣍦貺		TRUE
2914	去41漾	見	D1	三	3	合	2	陽	下10	去	3	宕	12	居況	漾	kyangh	kvanq	guang4	4	誑㤮𠉫臦		TRUE
2915	去41漾	云	E4	三	3	合	2	陽	下10	去	3	宕	12	于放	漾	yangh	hvanq	wang4	5	迋旺暀㤮王		TRUE
2916	去41漾	幫	A1	三	3	合	2	陽	下10	去	3	宕	12	甫妄	漾	pyangh	pvanq	fang4	4	放舫趽𨾔		TRUE
2917	去41漾	心	CA4	三	3	開	1	陽	下10	去	3	宕	12	息亮	漾	siangh	sianq	xiang4	1	相		TRUE
2918	去41漾	見	D1	三	3	開	1	陽	下10	去	3	宕	12	居亮	漾	kiangh	kianq	jiang4	1	彊		TRUE
2919	去41漾	溪	D2	三	3	開	1	陽	下10	去	3	宕	12	丘亮	漾	khiangh	qianq	qiang4	3	唴𥇉羻		TRUE
2920	去41漾	清	CA2	三	3	開	1	陽	下10	去	3	宕	12	七亮	漾	chiangh	cianq	qiang4	1	蹡		TRUE
2921	去41漾	群	D3	三	3	合	2	陽	下10	去	3	宕	12	渠放	漾	gyangh	gvanq	guang4	2	狂誆		TRUE
2922	去41漾	並	A3	三	3	合	2	陽	下10	去	3	宕	12	符況	漾	byangh	bvanq	fang4	1	防		TRUE
2923	去42宕	定	B3	一	1	開	1	唐	下11	去	3	宕	12	徒浪	漾	dangh	danq	dang4	7	宕踼碭逿𦿆(菪)𡇈嵣		TRUE
2924	去42宕	來	B5	一	1	開	1	唐	下11	去	3	宕	12	來宕	漾	langh	lanq	lang4	5	浪閬埌䕞蒗		TRUE
2925	去42宕	匣	E2	一	1	開	1	唐	下11	去	3	宕	12	下浪	漾	ghangh	hanq	hang4	3	吭行笐		TRUE
2926	去42宕	影	E3	一	1	開	1	唐	下11	去	3	宕	12	烏浪	漾	qangh	anq	ang4	2	盎醠		TRUE
2927	去42宕	疑	D4	一	1	開	1	唐	下11	去	3	宕	12	五浪	漾	ngangh	nganq	ang4	3	枊䭹𡵙		TRUE
2928	去42宕	精	CA1	一	1	開	1	唐	下11	去	3	宕	12	則浪	漾	cangh	zanq	zang4	1	葬		TRUE
2929	去42宕	並	A3	一	1	開	1	唐	下11	去	3	宕	12	蒲浪	漾	bangh	banq	bang4	2	傍徬		TRUE
2930	去42宕	從	CA3	一	1	開	1	唐	下11	去	3	宕	12	徂浪	漾	zangh	dzanq	zang4	3	藏奘𨌄		TRUE
2931	去42宕	端	B1	一	1	開	1	唐	下11	去	3	宕	12	丁浪	漾	tangh	tanq	dang4	6	譡儅當擋瓽闣		TRUE
2932	去42宕	溪	D2	一	1	開	1	唐	下11	去	3	宕	12	苦浪	漾	khangh	qanq	kang4	12	抗閌炕犺伉亢蚢砊邟阬𪎵頏		TRUE
2933	去42宕	幫	A1	一	1	開	1	唐	下11	去	3	宕	12	補曠	漾	pangh	panq	bang4	4	螃搒舫謗		TRUE
2934	去42宕	透	B2	一	1	開	1	唐	下11	去	3	宕	12	他浪	漾	thangh	thanq	tang4	6	儻湯[燙]蕩盪𨫖		TRUE
2935	去42宕	溪	D2	一	1	合	2	唐	下11	去	3	宕	12	苦謗	漾	khuangh	quanq	kuang4	5	曠爌矌壙纊		TRUE
2936	去42宕	泥	B4	一	1	開	1	唐	下11	去	3	宕	12	奴浪	漾	nangh	nanq	nang4	3	儾灢㚂		TRUE
2937	去42宕	心	CA4	一	1	開	1	唐	下11	去	3	宕	12	蘇浪	漾	sangh	sanq	sang4	2	喪=𠸶		TRUE
2938	去42宕	匣	E2	一	1	合	2	唐	下11	去	3	宕	12	乎曠	漾	ghuangh	huanq	huang4	4	攩擴潢暀		TRUE
2939	去42宕	見	D1	一	1	合	2	唐	下11	去	3	宕	12	古曠	漾	kuangh	kuanq	guang4	2	桄光		TRUE
2940	去42宕	見	D1	一	1	開	1	唐	下11	去	3	宕	12	古浪	漾	kangh	kanq	kang4	2	鋼掆		TRUE
2941	去42宕	曉	E1	一	1	合	2	唐	下11	去	3	宕	12	呼浪	漾	huangh	xuanq	huang4	1	荒		TRUE
2942	去42宕	明	A4	一	1	開	1	唐	下11	去	3	宕	12	莫浪	漾	mangh	manq	mang4	3	漭吂㟐		TRUE
2943	去42宕	影	E3	一	1	合	2	唐	下11	去	3	宕	12	烏浪	漾	quangh	uanq	wang4	2	汪䤑		TRUE
2944	去43映	影	E3	三	3	開	1	庚	下12	去	3	梗	15	於敬	敬	qiengh	yanq	ying4	4	映暎賏詇		TRUE
2945	去43映	見	D1	三	3	開	1	庚	下12	去	3	梗	15	居慶	敬	kiengh	kyanq	jing4	4	敬竟鏡獍		TRUE
2946	去43映	群	D3	三	3	開	1	庚	下12	去	3	梗	15	渠敬	敬	giengh	gyanq	jing4	7	競𥪰誩倞檠儆曔		TRUE
2947	去43映	溪	D2	三	3	開	1	庚	下12	去	3	梗	15	丘敬	敬	khiengh	qyanq	qing4	1	慶		TRUE
2948	去43映	見	D1	二	2	開	1	庚	下12	去	3	梗	15	古孟	敬	krangh	keanq	geng4	1	更		TRUE
2949	去43映	明	A4	三	3	開	1	庚	下12	去	3	梗	15	眉病	敬	miengh	myanq	ming4	1	命		TRUE
2950	去43映	並	A3	三	3	開	1	庚	下12	去	3	梗	15	皮命	敬	biengh	byanq	bing4	4	病評枰𡊞(坪)		TRUE
2951	去43映	明	A4	二	2	開	1	庚	下12	去	3	梗	15	莫更	敬	mrangh	meanq	meng4	4	孟䁅朚盟		TRUE
2952	去43映	匣	E2	二	2	合	2	庚	下12	去	3	梗	15	戸孟	敬	ghruangh	hoanq	hong4	3	蝗橫㶇	㶇原作⿰氵撗	TRUE
2953	去43映	幫	A1	三	3	開	1	庚	下12	去	3	梗	15	陂病	敬	piengh	pyanq	bing4	6	柄棅怲邴鈵寎		TRUE
2954	去43映	云	E4	三	3	合	2	庚	下12	去	3	梗	15	爲命	敬	yengh	hwanq	yong4	5	詠咏泳禜醟		TRUE
2955	去43映	匣	E2	二	2	開	1	庚	下12	去	3	梗	15	下更	敬	ghrangh	heanq	heng4	3	行絎胻		TRUE
2956	去43映	影	E3	二	2	開	1	庚	下12	去	3	梗	15	於孟	敬	qrangh	eanq	eng4	1	瀴		TRUE
2957	去43映	初	CC2	二	2	開	1	庚	下12	去	3	梗	15	楚敬	敬	chrvngh	chanq	cheng4	1	㵾		TRUE
2958	去43映	知	CB1	二	2	開	1	庚	下12	去	3	梗	15	猪孟	敬	trangh	teanq	zheng4	5	倀趟偵𩏠柼|幀	幀=㡧	TRUE
2959	去43映	徹	CB2	二	2	開	1	庚	下12	去	3	梗	15	他孟	敬	thrangh	theanq	cheng4	1	牚[撐]		TRUE
2960	去43映	幫	A1	二	2	開	1	庚	下12	去	3	梗	15	北孟	敬	prangh	peanq	beng4	3	榜𧻓跰		TRUE
2961	去43映	澄	CB3	二	2	開	1	庚	下12	去	3	梗	15	除更	敬	drangh	deanq	zheng4	3	鋥𥊼䂻		TRUE
2962	去43映	生	CC4	二	2	開	1	庚	下12	去	3	梗	15	所敬	敬	srvngh	shanq	sheng4	3	生鼪貹		TRUE
2963	去43映	疑	D4	三	3	開	1	庚	下12	去	3	梗	15	魚敬	敬	ngiengh	ngyanq	ying4	1	迎		TRUE
2964	去43映	並	A3	二	2	開	1	庚	下12	去	3	梗	15	蒲孟	敬	brangh	beanq	beng4	1	膨[甏]		TRUE
2965	去43映	曉	E1	二	2	開	1	庚	下12	去	3	梗	15	許更	敬	hrangh	xeanq	heng4	1	䛭		TRUE
2966	去43映	影	E3	二	2	合	2	庚	下12	去	3	梗	15	烏橫	敬	qruangh	oanq	weng4	1	𥥈		TRUE
2967	去44諍	莊	CC1	二	2	開	1	耕	下13	去	3	梗	15	側迸	敬	crengh	traenq	zheng4	1	諍		TRUE
2968	去44諍	幫	A1	二	2	開	1	耕	下13	去	3	梗	15	北諍	敬	prengh	paenq	beng4	1	迸		TRUE
2969	去44諍	並	A3	二	2	開	1	耕	下13	去	3	梗	15	蒲迸	敬	brengh	baenq	beng4	2	𠊧		TRUE
2970	去44諍	影	E3	二	2	開	1	耕	下13	去	3	梗	15	鷖迸	敬	qrengh	aenq	eng4	2	䙬嫈		TRUE
2971	去44諍	疑	D4	二	2	開	1	耕	下13	去	3	梗	15	五爭	敬	ngrangh	ngaenq	eng4	2	鞕硬		TRUE
2972	去44諍	曉	E1	二	2	合	2	耕	下13	去	3	梗	15	呼迸	敬	hruengh	xoenq	hung4	2	轟輷		TRUE
2973	去45勁	見	D1	三	3	開	1	清	下14	去	3	梗	15	居正	敬	kjengh	kienq	jing4	1	勁		TRUE
2974	去45勁	清	CA2	三	3	開	1	清	下14	去	3	梗	15	七政	敬	chiengh	cienq	qing4	2	倩凊		TRUE
2975	去45勁	章	CD1	三	3	開	1	清	下14	去	3	梗	15	之盛	敬	cjengh	tjenq	zheng4	4	政正証鴊		TRUE
2976	去45勁	書	CD4	三	3	開	1	清	下14	去	3	梗	15	式正	敬	sjengh	sjenq	sheng4	1	聖		TRUE
2977	去45勁	澄	CB3	三	3	開	1	清	下14	去	3	梗	15	直正	敬	driengh	dienq	zheng4	3	鄭呈㽀		TRUE
2978	去45勁	徹	CB2	三	3	開	1	清	下14	去	3	梗	15	丑鄭	敬	thriengh	thienq	cheng4	3	遉偵靗		TRUE
2979	去45勁	心	CA4	三	3	開	1	清	下14	去	3	梗	15	息正	敬	siengh	sienq	xing4	2	性姓		TRUE
2980	去45勁	來	B5	三	3	開	1	清	下14	去	3	梗	15	力政	敬	liengh	lienq	ling4	2	令詅		TRUE
2981	去45勁	滂	A2	三	3	開	1	清	下14	去	3	梗	15	匹正	敬	phjengh	phienq	ping4	3	聘娉俜		TRUE
2982	去45勁	曉	E1	三	3	合	2	清	下14	去	3	梗	15	休正	敬	hjyengh	xvenq	xiong4	4	敻詗醟矎		TRUE
2983	去45勁	幫	A1	三	3	開	1	清	下14	去	3	梗	15	畀政	敬	pjengh	pienq	bing4	3	摒併并		TRUE
2984	去45勁	並	A3	三	3	開	1	清	下14	去	3	梗	15	防正	敬	bjengh	bienq	bing4	2	偋庰		TRUE
2985	去45勁	從	CA3	三	3	開	1	清	下14	去	3	梗	15	疾政	敬	ziengh	dzienq	jing4	8	淨㵾穽靚請婧䝼𩓞		TRUE
2986	去45勁	常	CD5	三	3	開	1	清	下14	去	3	梗	15	承正	敬	zjengh	zjenq	sheng4	3	盛晟墭		TRUE
2987	去45勁	明	A4	三	3	開	1	清	下14	去	3	梗	15	彌正	敬	mjengh	mienq	ming4	1	詺		TRUE
2988	去45勁	溪	D2	三	3	開	1	清	下14	去	3	梗	15	墟正	敬	khjengh	qienq	qing4	1	輕		TRUE
2989	去45勁	曉	E1	三	3	開	1	清	下14	去	3	梗	15	許令	敬	hjengh	xienq	xing4	2	𣢝		TRUE
2990	去45勁	精	CA1	三	3	開	1	清	下14	去	3	梗	15	子姓	敬	ciengh	zienq	jing4	1	精		TRUE
2991	去46徑	見	D1	四	4	開	1	青	下15	去	3	梗	15	古定	徑	kengh	kenq	jing4	7	徑經逕𠲮俓𩰹桱		TRUE
2992	去46徑	泥	B4	四	4	開	1	青	下15	去	3	梗	15	乃定	徑	nengh	nenq	ning4	4	寗(甯)佞濘鸋		TRUE
2993	去46徑	心	CA4	四	4	開	1	青	下15	去	3	梗	15	蘇佞	徑	sengh	senq	xing4	3	腥醒睲		TRUE
2994	去46徑	匣	E2	四	4	開	1	青	下15	去	3	梗	15	胡定	徑	ghengh	henq	xing4	2	脛踁		TRUE
2995	去46徑	定	B3	四	4	開	1	青	下15	去	3	梗	15	徒徑	徑	dengh	denq	ding4	4	定掟廷錠		TRUE
2996	去46徑	端	B1	四	4	開	1	青	下15	去	3	梗	15	丁定	徑	tengh	tenq	ding4	9	矴釘訂定飣奠𦘭顁錠		TRUE
2997	去46徑	溪	D2	四	4	開	1	青	下15	去	3	梗	15	苦定	徑	khengh	qenq	qing4	7	罄𥥻磬殸𪊑𨆪鑋		TRUE
2998	去46徑	透	B2	四	4	開	1	青	下15	去	3	梗	15	他定	徑	thengh	thenq	ting4	3	聽汀侹		TRUE
2999	去46徑	清	CA2	四	4	開	1	青	下15	去	3	梗	15	千定	徑	chengh	cenq	qing4	2	靘掅		TRUE
3000	去46徑	明	A4	四	4	開	1	青	下15	去	3	梗	15	莫定	徑	mengh	menq	ming4	2	䒌暝		TRUE
3001	去46徑	影	E3	四	4	開	1	青	下15	去	3	梗	15	烏定	徑	'uengh	enq	yong4	4	鎣瑩𢣙瀅	原𢣙右下从玊	TRUE
3002	去46徑	來	B5	四	4	開	1	青	下15	去	3	梗	15	郎定	徑	lengh	lenq	ling4	3	另]!零𢺰令		TRUE
3003	去47證	章	CD1	三	3	開	1	蒸	下16	去	3	曾	14	諸應	徑	cjingh	tjonq	zheng4	2	證烝		TRUE
3004	去47證	以	E5	三	3	開	1	蒸	下16	去	3	曾	14	以證	徑	jingh	jonq	ying4	7	孕䵴賸媵㑞鱦膡		TRUE
3005	去47證	船	CD3	三	3	開	1	蒸	下16	去	3	曾	14	實證	徑	zsjingh	djonq	sheng4	7	乗(乘)鱦媵𣎜嵊賸剰(剩)	10->7!!	TRUE
3006	去47證	日	CD6	三	3	開	1	蒸	下16	去	3	曾	14	而證	徑	njingh	ronq	reng4	4	認扔芿㭁		TRUE
3007	去47證	影	E3	三	3	開	1	蒸	下16	去	3	曾	14	於證	徑	qingh	ionq	ying4	3	應譍噟		TRUE
3008	去47證	精	CA1	三	3	開	1	蒸	下16	去	3	曾	14	子孕	徑	cingh	zionq	jing4	4	甑䰝𩱭䙢		TRUE
3009	去47證	曉	E1	三	3	開	1	蒸	下16	去	3	曾	14	許應	徑	hingh	xionq	xing4	3	興臖嬹		TRUE
3010	去47證	書	CD4	三	3	開	1	蒸	下16	去	3	曾	14	詩證	徑	sjingh	sjonq	sheng4	4	勝膡榺蕂		TRUE
3011	去47證	澄	CB3	三	3	開	1	蒸	下16	去	3	曾	14	丈證	徑	dringh	dionq	zheng4	3	瞪𪒘𪑬		TRUE
3012	去47證	曉	E1	三	3	開	1	蒸	下16	去	3	曾	14	黑甑	徑	hingh	xionq	xing4	1	𩜁		TRUE
3013	去47證	並	A3	三	3	開	1	蒸	下16	去	3	曾	14	皮證	徑	bingh	bionq	bing4	2	凭靐		TRUE
3014	去47證	昌	CD2	三	3	開	1	蒸	下16	去	3	曾	14	昌孕	徑	chjingh	tconq	cheng4	2	稱秤		TRUE
3015	去47證	疑	D4	三	3	開	1	蒸	下16	去	3	曾	14	牛𩜁	徑	ngingh	ngionq	ying4	1	凝		TRUE
3016	去47證	常	CD5	三	3	開	1	蒸	下16	去	3	曾	14	常證	徑	zjingh	zjonq	sheng4	1	丞		TRUE
3017	去47證	徹	CB2	三	3	開	1	蒸	下16	去	3	曾	14	丑證	徑	thringh	thionq	cheng4	1	覴		TRUE
3018	去47證	群	D3	三	3	開	1	蒸	下16	去	3	曾	14	其𩜁	徑	gingh	gionq	jing4	1	殑		TRUE
3019	去48嶝	端	B1	一	1	開	1	登	下17	去	3	曾	14	都鄧	徑	tongh	tonq	deng4	8	嶝鐙隥橙凳𧀆𩞬磴		TRUE
3020	去48嶝	從	CA3	一	1	開	1	登	下17	去	3	曾	14	昨亘	徑	zongh	dzonq	zeng4	2	贈𪒟		TRUE
3021	去48嶝	見	D1	一	1	開	1	登	下17	去	3	曾	14	古鄧	徑	kongh	konq	geng4	6	亘(亙)堩揯縆䱎𥔂		TRUE
3022	去48嶝	清	CA2	一	1	開	1	登	下17	去	3	曾	14	千鄧	徑	chongh	conq	ceng4	2	蹭𠟂		TRUE
3023	去48嶝	定	B3	一	1	開	1	登	下17	去	3	曾	14	徒亘	徑	dongh	donq	deng4	6	鄧蹬僜𣩟䮴幐		TRUE
3024	去48嶝	明	A4	一	1	開	1	登	下17	去	3	曾	14	武亘	徑	mongh	monq	meng4	5	𢅴䲛懜𨮒𧀧		TRUE
3025	去48嶝	幫	A1	一	1	開	1	登	下17	去	3	曾	14	方隥	徑	pongh	ponq	beng4	2	𥦜堋		TRUE
3026	去48嶝	並	A3	一	1	開	1	登	下17	去	3	曾	14	父亘	徑	bongh	bonq	beng4	1	倗		TRUE
3027	去48嶝	來	B5	一	1	開	1	登	下17	去	3	曾	14	魯鄧	徑	longh	lonq	leng4	2	愣]!踜㱥|倰		TRUE
3028	去48嶝	精	CA1	一	1	開	1	登	下17	去	3	曾	14	子鄧	徑	congh	zonq	zeng4	1	增		TRUE
3029	去48嶝	心	CA4	一	1	開	1	登	下17	去	3	曾	14	思贈	徑	songh	sonq	seng4	1	𡬙		TRUE
3030	去48嶝	透	B2	一	1	開	1	登	下17	去	3	曾	14	台鄧	徑	thongh	thonq	teng4	1	𤃶		TRUE
3031	去49宥	云	E4	三	3	開	1	尤	下18	去	3	流	7	于救	宥	iuh	hiow	you4	16	又!宥佑右祐䀁𥁓酭𩑣𤴨囿姷忧䞥侑𦳩		TRUE
3032	去49宥	見	D1	三	3	開	1	尤	下18	去	3	流	7	居祐	宥	kiuh	kiow	jiu4	11	救灸廐(廄)究㝌疚㲃𠣿𧧷猶𨖏		TRUE
3033	去49宥	澄	CB3	三	3	開	1	尤	下18	去	3	流	7	直祐	宥	driuh	diow	zhou4	13	胄冑𩊄酎宙繇籀伷䛆疛㿒駎懤		TRUE
3034	去49宥	知	CB1	三	3	開	1	尤	下18	去	3	流	7	陟救	宥	triuh	tiow	zhou4	3	晝咮=噣		TRUE
3035	去49宥	書	CD4	三	3	開	1	尤	下18	去	3	流	7	舒救	宥	sjuh	sjow	shou4	5	狩獸守首收		TRUE
3036	去49宥	昌	CD2	三	3	開	1	尤	下18	去	3	流	7	尺救	宥	chjuh	tcow	chou4	2	臭殠		TRUE
3037	去49宥	邪	CA5	三	3	開	1	尤	下18	去	3	流	7	似祐	宥	zsiuh	sziow	xiu4	4	岫𥥉牰袖		TRUE
3038	去49宥	曉	E1	三	3	開	1	尤	下18	去	3	流	7	許救	宥	hiuh	xiow	xiu4	3	齅(嗅)嘼珛|臭|		TRUE
